filename,count,locations
IA-MG244-N-A.jpg,1,"[(1949, 1070)]"
IA-MG244-S-B.jpg,1,"[(2319, 1099)]"
IL-MG604-S-B.jpg,1,"[(1913, 732)]"
MB-MG517-E-B.jpg,1,"[(1716, 696)]"
MO-MG404-N-A.jpg,1,"[(1908, 720)]"
MB-SD004-N-A.jpg,1,"[(1440, 637)]"
MB-SD004-W-A.jpg,1,"[(1395, 653)]"
IN-MG638-N-B.jpg,1,"[(2051, 886)]"
MB-MG516-W-A.jpg,1,"[(1714, 890)]"
IL-SF003-E-A.jpg,1,"[(2012, 510)]"
MO-MG403-S-A.jpg,1,"[(2670, 929)]"
MB-SD005-S-B.jpg,1,"[(1591, 647)]"
OH-MG805S-B.jpg,1,"[(2045, 1164)]"
MN-SD001-E-A.jpg,1,"[(1691, 657)]"
MO-MG402-E-A.jpg,1,"[(2145, 817)]"
MB-MG528-S-A.jpg,1,"[(1503, 715)]"
MN-SD002-S-A.jpg,1,"[(2197, 1131)]"
MB-MG516-E-A.jpg,1,"[(1505, 558)]"
IN-MG638-W-B.jpg,1,"[(2205, 1064)]"
MN-MG790N-B.jpg,1,"[(1705, 1321)]"
MB-SD004-E-B.jpg,1,"[(1462, 697)]"
MB-MG530-W-B.jpg,1,"[(1710, 493)]"
IN-MG631-S-A.jpg,1,"[(2549, 883)]"
MO-MG404-N-B.jpg,1,"[(1924, 649)]"
IL-MG604-N-A.jpg,1,"[(2635, 1142)]"
OH-MG805E-A.jpg,1,"[(2445, 1097)]"
IL-MG603-E-B.jpg,1,"[(1741, 593)]"
OK-MG282-E-B.jpg,1,"[(1691, 826)]"
MB-MG517-S-B.jpg,1,"[(1664, 530)]"
MB-SD004-S-B.jpg,1,"[(1426, 644)]"
IN-MG638-N-A.jpg,1,"[(1897, 665)]"
MN-MG788W-B.jpg,1,"[(2461, 1006)]"
IN-MG636-E-A.jpg,1,"[(2248, 989)]"
MB-MG517-N-B.jpg,1,"[(1628, 619)]"
IA-MG245-W-B.jpg,1,"[(1913, 1054)]"
MO-MG403-W-A.jpg,1,"[(1828, 840)]"
IN-MG631-S-B.jpg,1,"[(2386, 843)]"
OH-MG805N-A.jpg,1,"[(3050, 1673)]"
MB-MG518-W-B.jpg,1,"[(1553, 346)]"
MB-MG530-S-B.jpg,1,"[(1582, 639)]"
MN-MG788S-B.jpg,1,"[(2803, 955)]"
MB-MG528-S-B.jpg,1,"[(1607, 772)]"
IN-MG636-N-B.jpg,1,"[(2116, 842)]"
MB-SD004-W-B.jpg,1,"[(1475, 637)]"
MN-MG788S-A.jpg,1,"[(2954, 1482)]"
IA-MG244-W-B.jpg,1,"[(2219, 1263)]"
MB-MG516-S-B.jpg,1,"[(1547, 605)]"
OH-MG805N-B.jpg,1,"[(2433, 1127)]"
OH-MG805W-B.jpg,1,"[(1867, 1028)]"
IL-SF001-S-A.jpg,1,"[(1526, 669)]"
MB-MG528-W-A.jpg,1,"[(1882, 745)]"
MB-MG513-E-B.jpg,1,"[(1658, 727)]"
IL-SF001-W-B.jpg,1,"[(1595, 854)]"
MB-MG530-N-A.jpg,1,"[(1874, 619)]"
MN-SD001-S-A.jpg,1,"[(1672, 667)]"
IN-MG638-E-A.jpg,1,"[(2246, 1137)]"
MB-MG530-W-A.jpg,1,"[(1859, 633)]"
MB-MG517-S-A.jpg,1,"[(1837, 591)]"
IL-SF001-E-B.jpg,1,"[(1523, 738)]"
IL-SF002-N-A.jpg,1,"[(1567, 699)]"
IA-MG244-S-D.jpg,1,"[(2102, 1041)]"
MB-MG518-S-B.jpg,1,"[(1498, 582)]"
IL-SF003-S-A.jpg,1,"[(1750, 710)]"
MB-SD004-E-A.jpg,1,"[(1392, 661)]"
MN-SD001-N-A.jpg,1,"[(2020, 672)]"
IN-MG636-S-B.jpg,1,"[(2342, 968)]"
IN-MG631-N-A.jpg,1,"[(2942, 1305)]"
MB-MG529-W-B.jpg,1,"[(1665, 749)]"
IA-MG243-S-B.jpg,1,"[(1625, 732)]"
IN-MG636-S-A.jpg,1,"[(2344, 781)]"
MO-MG403-N-B.jpg,1,"[(2113, 951)]"
MN-MG789W-A.jpg,1,"[(2476, 1048)]"
MN-MG790E-B.jpg,1,"[(2447, 1194)]"
MB-MG529-N-A.jpg,1,"[(1821, 718)]"
MB-MG529-E-A.jpg,1,"[(1883, 815)]"
MN-SD003-S-A.jpg,1,"[(2384, 989)]"
MB-MG513-S-B.jpg,1,"[(1718, 905)]"
IL-SF003-W-B.jpg,1,"[(1943, 928)]"
MN-SD002-N-B.jpg,1,"[(1596, 961)]"
MB-SD005-N-B.jpg,1,"[(1614, 649)]"
OH-MG799S-A.jpg,1,"[(2107, 1387)]"
MN-MG789S-A.jpg,1,"[(2319, 1237)]"
MN-SD002-W-B.jpg,1,"[(1888, 678)]"
MO-MG402-E-B.jpg,1,"[(2067, 534)]"
MB-MG513-W-B.jpg,1,"[(1803, 674)]"
MB-SD004-N-B.jpg,1,"[(1451, 614)]"
IL-SF001-N-B.jpg,1,"[(1653, 639)]"
IA-MG245-W-A.jpg,1,"[(1794, 1019)]"
IA-MG245-S-B.jpg,1,"[(2230, 1025)]"
MN-MG789E-A.jpg,1,"[(2051, 1246)]"
IA-MG244-W-A.jpg,1,"[(2194, 933)]"
IL-SF003-W-A.jpg,1,"[(2026, 947)]"
MN-SD002-E-B.jpg,1,"[(1598, 1360)]"
MN-SD002-W-A.jpg,1,"[(1752, 618)]"
MB-MG529-W-A.jpg,1,"[(1772, 553)]"
MB-MG528-E-A.jpg,1,"[(2014, 897)]"
MB-MG513-N-B.jpg,1,"[(1456, 842)]"
MO-MG402-N-B.jpg,1,"[(2130, 711)]"
MO-MG403-E-B.jpg,1,"[(2025, 683)]"
IL-SF001-N-A.jpg,1,"[(1894, 859)]"
OK-MG282-N-B.jpg,1,"[(1853, 532)]"
IL-SF001-W-A.jpg,1,"[(1876, 746)]"
MO-MG402-W-A.jpg,1,"[(1820, 725)]"
MB-SD004-S-A.jpg,1,"[(1679, 711)]"
MB-MG517-W-B.jpg,1,"[(1582, 450)]"
IA-MG243-W-A.jpg,1,"[(1754, 940)]"
IA-MG243-S-A.jpg,1,"[(1919, 920)]"
IN-MG631-E-A.jpg,1,"[(2412, 1086)]"
IL-MG604-S-A.jpg,1,"[(2547, 706)]"
IN-MG631-E-B.jpg,1,"[(2203, 778)]"
MN-SD001-N-B.jpg,1,"[(1756, 863)]"
MN-SD001-S-B.jpg,1,"[(1656, 701)]"
MN-SD001-W-B.jpg,1,"[(1771, 849)]"
MO-MG404-W-B.jpg,1,"[(1927, 535)]"
MB-MG529-S-B.jpg,1,"[(1857, 883)]"
MO-MG404-S-B.jpg,1,"[(1810, 700)]"
MB-MG516-S-A.jpg,1,"[(1733, 722)]"
MB-MG513-W-A.jpg,1,"[(1763, 657)]"
MB-MG516-E-B.jpg,1,"[(1558, 655)]"
IL-SF003-N-A.jpg,1,"[(1895, 603)]"
IL-SF002-S-A.jpg,1,"[(1695, 588)]"
IL-MG604-E-A.jpg,1,"[(2860, 1028)]"
MB-MG530-N-B.jpg,1,"[(1758, 708)]"
IN-MG638-S-A.jpg,1,"[(2165, 977)]"
MN-MG788E-A.jpg,1,"[(2814, 886)]"
IN-MG638-E-B.jpg,1,"[(2112, 754)]"
MB-MG530-E-A.jpg,1,"[(1609, 563)]"
MB-MG530-E-B.jpg,1,"[(1645, 656)]"
MB-MG518-S-A.jpg,1,"[(1738, 510)]"
MN-MG790W-A.jpg,1,"[(1596, 1083)]"
IN-MG638-S-B.jpg,1,"[(2019, 1007)]"
IL-SF002-W-B.jpg,1,"[(1591, 650)]"
MN-SD001-W-A.jpg,1,"[(1758, 930)]"
MO-MG403-W-B.jpg,1,"[(1738, 670)]"
MO-MG404-W-A.jpg,1,"[(2185, 689)]"
IL-SF002-E-B.jpg,1,"[(1583, 629)]"
IL-MG603-S-A.jpg,1,"[(2987, 957)]"
IN-MG636-N-A.jpg,1,"[(2340, 892)]"
IN-MG636-E-B.jpg,1,"[(2009, 689)]"
IL-MG604-W-B.jpg,1,"[(2854, 986)]"
OH-MG805E-B.jpg,1,"[(2381, 1454)]"
MB-MG528-E-B.jpg,1,"[(1645, 568)]"
MB-MG518-N-A.jpg,1,"[(1809, 699)]"
MB-MG529-E-B.jpg,1,"[(1602, 801)]"
IL-MG604-N-B.jpg,1,"[(2306, 841)]"
MN-SD002-E-A.jpg,1,"[(2187, 1068)]"
MN-MG790W-B.jpg,1,"[(1685, 870)]"
IA-MG245-E-B.jpg,1,"[(2343, 1004)]"
MB-MG517-E-A.jpg,1,"[(1791, 402)]"
MB-MG518-N-B.jpg,1,"[(1841, 397)]"
MO-MG404-S-A.jpg,1,"[(1985, 611)]"
MN-MG788N-B.jpg,1,"[(2644, 1107)]"
