filename,count,locations
IA-MG243-S-A.jpg,1,"[(1919, 920)]"
IA-MG243-S-B.jpg,1,"[(1625, 732)]"
IA-MG243-W-A.jpg,1,"[(1754, 940)]"
IA-MG244-N-A.jpg,1,"[(1949, 1070)]"
IA-MG244-S-B.jpg,1,"[(2319, 1099)]"
IA-MG244-S-D.jpg,1,"[(2102, 1041)]"
IA-MG244-W-A.jpg,1,"[(2194, 933)]"
IA-MG244-W-B.jpg,1,"[(2219, 1263)]"
IA-MG245-E-B.jpg,1,"[(2343, 1004)]"
IA-MG245-S-B.jpg,1,"[(2230, 1025)]"
IA-MG245-W-A.jpg,1,"[(1794, 1019)]"
IA-MG245-W-B.jpg,1,"[(1913, 1054)]"
IL-MG603-E-B.jpg,1,"[(1741, 593)]"
IL-MG603-S-A.jpg,1,"[(2987, 957)]"
IL-MG604-E-A.jpg,1,"[(2860, 1028)]"
IL-MG604-N-A.jpg,1,"[(2635, 1142)]"
IL-MG604-N-B.jpg,1,"[(2306, 841)]"
IL-MG604-S-A.jpg,1,"[(2547, 706)]"
IL-MG604-S-B.jpg,1,"[(1913, 732)]"
IL-MG604-W-B.jpg,1,"[(2854, 986)]"
IL-SF001-E-B.jpg,1,"[(1523, 738)]"
IL-SF001-N-A.jpg,1,"[(1894, 859)]"
IL-SF001-N-B.jpg,1,"[(1653, 639)]"
IL-SF001-S-A.jpg,1,"[(1526, 669)]"
IL-SF001-W-A.jpg,1,"[(1876, 746)]"
IL-SF001-W-B.jpg,1,"[(1595, 854)]"
IL-SF002-E-B.jpg,1,"[(1583, 629)]"
IL-SF002-N-A.jpg,1,"[(1567, 699)]"
IL-SF002-S-A.jpg,1,"[(1695, 588)]"
IL-SF002-W-B.jpg,1,"[(1591, 650)]"
IL-SF003-E-A.jpg,1,"[(2012, 510)]"
IL-SF003-N-A.jpg,1,"[(1895, 603)]"
IL-SF003-S-A.jpg,1,"[(1750, 710)]"
IL-SF003-W-A.jpg,1,"[(2026, 947)]"
IL-SF003-W-B.jpg,1,"[(1943, 928)]"
IN-MG631-E-A.jpg,1,"[(2412, 1086)]"
IN-MG631-E-B.jpg,1,"[(2203, 778)]"
IN-MG631-N-A.jpg,1,"[(2942, 1305)]"
IN-MG631-S-A.jpg,1,"[(2549, 883)]"
IN-MG631-S-B.jpg,1,"[(2386, 843)]"
IN-MG636-E-A.jpg,1,"[(2248, 989)]"
IN-MG636-E-B.jpg,1,"[(2009, 689)]"
IN-MG636-N-A.jpg,1,"[(2340, 892)]"
IN-MG636-N-B.jpg,1,"[(2116, 842)]"
IN-MG636-S-A.jpg,1,"[(2344, 781)]"
IN-MG636-S-B.jpg,1,"[(2342, 968)]"
IN-MG638-E-A.jpg,1,"[(2246, 1137)]"
IN-MG638-E-B.jpg,1,"[(2112, 754)]"
IN-MG638-N-A.jpg,1,"[(1897, 665)]"
IN-MG638-N-B.jpg,1,"[(2051, 886)]"
IN-MG638-S-A.jpg,1,"[(2165, 977)]"
IN-MG638-S-B.jpg,1,"[(2019, 1007)]"
IN-MG638-W-B.jpg,1,"[(2205, 1064)]"
MB-MG513-E-B.jpg,1,"[(1658, 727)]"
MB-MG513-N-B.jpg,1,"[(1456, 842)]"
MB-MG513-S-B.jpg,1,"[(1718, 905)]"
MB-MG513-W-A.jpg,1,"[(1763, 657)]"
MB-MG513-W-B.jpg,1,"[(1803, 674)]"
MB-MG516-E-A.jpg,1,"[(1505, 558)]"
MB-MG516-E-B.jpg,1,"[(1558, 655)]"
MB-MG516-S-A.jpg,1,"[(1733, 722)]"
MB-MG516-S-B.jpg,1,"[(1547, 605)]"
MB-MG516-W-A.jpg,1,"[(1714, 890)]"
MB-MG517-E-A.jpg,1,"[(1791, 402)]"
