filename,count,locations
IA-MG243-S-A.jpg,1,"[(2219, 905)]"
IA-MG243-S-B.jpg,1,"[(1842, 710)]"
IA-MG243-W-A.jpg,1,"[(1941, 1010)]"
IA-MG244-N-A.jpg,1,"[(2145, 1124)]"
IA-MG244-S-B.jpg,1,"[(2587, 1153)]"
IA-MG244-S-D.jpg,1,"[(2375, 1163)]"
IA-MG244-W-A.jpg,1,"[(2538, 933)]"
IA-MG244-W-B.jpg,1,"[(2568, 1329)]"
IA-MG245-E-B.jpg,1,"[(2717, 1100)]"
IA-MG245-S-B.jpg,1,"[(2457, 1078)]"
IA-MG245-W-A.jpg,1,"[(1982, 1089)]"
IA-MG245-W-B.jpg,1,"[(2104, 1112)]"
IL-MG603-E-B.jpg,1,"[(1783, 604)]"
IL-MG603-S-A.jpg,1,"[(3240, 1027)]"
IL-MG604-E-A.jpg,1,"[(3138, 1083)]"
IL-MG604-N-A.jpg,1,"[(2816, 1147)]"
IL-MG604-N-B.jpg,1,"[(2541, 891)]"
IL-MG604-S-A.jpg,1,"[(2715, 436)]"
IL-MG604-S-B.jpg,1,"[(2030, 737)]"
IL-MG604-W-B.jpg,1,"[(3115, 953)]"
IL-SF001-E-B.jpg,1,"[(1837, 697)]"
IL-SF001-N-A.jpg,1,"[(2207, 840)]"
IL-SF001-N-B.jpg,1,"[(1951, 625)]"
IL-SF001-S-A.jpg,1,"[(1799, 582)]"
IL-SF001-W-A.jpg,1,"[(2201, 753)]"
IL-SF001-W-B.jpg,1,"[(1874, 883)]"
IL-SF002-E-B.jpg,1,"[(1869, 664)]"
IL-SF002-N-A.jpg,1,"[(1848, 778)]"
IL-SF002-S-A.jpg,1,"[(1961, 523)]"
IL-SF002-W-B.jpg,1,"[(1849, 646)]"
IL-SF003-E-A.jpg,1,"[(2230, 512)]"
IL-SF003-N-A.jpg,1,"[(2088, 608)]"
IL-SF003-S-A.jpg,1,"[(1930, 664)]"
IL-SF003-W-A.jpg,1,"[(2281, 968)]"
IL-SF003-W-B.jpg,1,"[(2221, 888)]"
IN-MG631-E-A.jpg,1,"[(2874, 1060)]"
IN-MG631-E-B.jpg,1,"[(2536, 756)]"
IN-MG631-N-A.jpg,1,"[(3315, 1396)]"
IN-MG631-S-A.jpg,1,"[(3066, 842)]"
IN-MG631-S-B.jpg,1,"[(2785, 836)]"
IN-MG636-E-A.jpg,1,"[(2785, 1047)]"
IN-MG636-E-B.jpg,1,"[(2445, 655)]"
IN-MG636-N-A.jpg,1,"[(2655, 880)]"
IN-MG636-N-B.jpg,1,"[(2370, 855)]"
IN-MG636-S-A.jpg,1,"[(2845, 708)]"
IN-MG636-S-B.jpg,1,"[(2765, 1076)]"
IN-MG638-E-A.jpg,1,"[(2584, 1230)]"
IN-MG638-E-B.jpg,1,"[(2385, 801)]"
IN-MG638-N-A.jpg,1,"[(2167, 688)]"
IN-MG638-N-B.jpg,1,"[(2376, 973)]"
IN-MG638-S-A.jpg,1,"[(2562, 999)]"
IN-MG638-S-B.jpg,1,"[(2213, 1055)]"
IN-MG638-W-B.jpg,1,"[(2507, 1029)]"
MB-MG513-E-B.jpg,1,"[(1811, 711)]"
MB-MG513-N-B.jpg,1,"[(1573, 866)]"
MB-MG513-S-B.jpg,1,"[(1939, 892)]"
MB-MG513-W-A.jpg,1,"[(2031, 641)]"
MB-MG513-W-B.jpg,1,"[(2050, 702)]"
MB-MG516-E-A.jpg,1,"[(1596, 595)]"
MB-MG516-E-B.jpg,1,"[(1656, 625)]"
MB-MG516-S-A.jpg,1,"[(1812, 733)]"
MB-MG516-S-B.jpg,1,"[(1634, 595)]"
MB-MG516-W-A.jpg,1,"[(1817, 901)]"
MB-MG517-E-A.jpg,1,"[(1866, 389)]"
MB-MG517-E-B.jpg,1,"[(1808, 690)]"
MB-MG517-N-B.jpg,1,"[(1694, 624)]"
MB-MG517-S-A.jpg,1,"[(1955, 569)]"
MB-MG517-S-B.jpg,1,"[(1809, 533)]"
MB-MG517-W-B.jpg,1,"[(1735, 461)]"
MB-MG518-N-A.jpg,1,"[(1953, 666)]"
MB-MG518-N-B.jpg,1,"[(2018, 366)]"
MB-MG518-S-A.jpg,1,"[(1852, 486)]"
MB-MG518-S-B.jpg,1,"[(1598, 610)]"
MB-MG518-W-B.jpg,1,"[(1670, 335)]"
MB-MG528-E-A.jpg,1,"[(2391, 911)]"
MB-MG528-E-B.jpg,1,"[(1945, 578)]"
MB-MG528-S-A.jpg,1,"[(1763, 756)]"
MB-MG528-S-B.jpg,1,"[(1915, 824)]"
MB-MG528-W-A.jpg,1,"[(2183, 757)]"
MB-MG529-E-A.jpg,1,"[(2057, 818)]"
MB-MG529-E-B.jpg,1,"[(1773, 838)]"
MB-MG529-N-A.jpg,1,"[(2013, 756)]"
MB-MG529-S-B.jpg,1,"[(2080, 924)]"
MB-MG529-W-A.jpg,1,"[(1986, 548)]"
MB-MG529-W-B.jpg,1,"[(1817, 789)]"
MB-MG530-E-A.jpg,1,"[(1826, 566)]"
MB-MG530-E-B.jpg,1,"[(1815, 681)]"
MB-MG530-N-A.jpg,1,"[(2107, 651)]"
MB-MG530-N-B.jpg,1,"[(1973, 754)]"
MB-MG530-S-B.jpg,1,"[(1828, 648)]"
MB-MG530-W-A.jpg,1,"[(2033, 612)]"
MB-MG530-W-B.jpg,1,"[(1964, 466)]"
MB-SD004-E-A.jpg,1,"[(1624, 687)]"
MB-SD004-E-B.jpg,1,"[(1699, 675)]"
MB-SD004-N-A.jpg,1,"[(1623, 603)]"
MB-SD004-N-B.jpg,1,"[(1656, 606)]"
MB-SD004-S-A.jpg,1,"[(1849, 687)]"
MB-SD004-S-B.jpg,1,"[(1601, 625)]"
MB-SD004-W-A.jpg,1,"[(1654, 614)]"
MB-SD004-W-B.jpg,1,"[(1743, 619)]"
MB-SD005-N-B.jpg,1,"[(1758, 655)]"
MB-SD005-S-B.jpg,1,"[(1696, 653)]"
MN-MG788E-A.jpg,1,"[(3098, 787)]"
MN-MG788N-B.jpg,1,"[(2917, 1149)]"
MN-MG788S-A.jpg,1,"[(3252, 1542)]"
MN-MG788S-B.jpg,1,"[(3087, 1019)]"
MN-MG788W-B.jpg,1,"[(2788, 1053)]"
MN-MG789E-A.jpg,1,"[(2260, 1351)]"
MN-MG789S-A.jpg,1,"[(2531, 1408)]"
MN-MG789W-A.jpg,1,"[(2721, 1089)]"
MN-MG790E-B.jpg,1,"[(2726, 1263)]"
MN-MG790N-B.jpg,1,"[(1922, 1341)]"
MN-MG790W-A.jpg,1,"[(1812, 1195)]"
MN-MG790W-B.jpg,1,"[(1883, 907)]"
MN-SD001-E-A.jpg,1,"[(1905, 637)]"
MN-SD001-N-A.jpg,1,"[(2348, 681)]"
MN-SD001-N-B.jpg,1,"[(2025, 908)]"
MN-SD001-S-A.jpg,1,"[(1945, 677)]"
MN-SD001-S-B.jpg,1,"[(1952, 711)]"
MN-SD001-W-A.jpg,1,"[(2031, 880)]"
MN-SD001-W-B.jpg,1,"[(2070, 883)]"
MN-SD002-E-A.jpg,1,"[(2467, 1187)]"
